,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Won
17220,Clockwerk,Lifestealer,Windrunner,Queen of Pain,Shadow Demon,0
17221,Enchantress,Leshrac,Kunkka,Phantom Lancer,Pudge,0
17222,Tidehunter,Brewmaster,Phantom Assassin,Witch Doctor,Gyrocopter,0
17223,Visage,Weaver,Windrunner,Slark,Centaur Warrunner,0
17224,Centaur Warrunner,Enigma,Tiny,Keeper of the Light,Naga Siren,0
17225,Juggernaut,Pudge,Chen,Dark Seer,Lion,0
17226,Sand King,Lycanthrope,Tidehunter,Windrunner,Chaos Knight,0
17227,Storm Spirit,Nature's Prophet,Clockwerk,Queen of Pain,Pudge,0
17228,Juggernaut,Bounty Hunter,Lina,Enigma,Outworld Devourer,0
17229,Nature's Prophet,Omniknight,Windrunner,Pudge,Outworld Devourer,0
17230,Chen,Lich,Huskar,Slark,Storm Spirit,0
17231,Outworld Devourer,Nature's Prophet,Axe,Juggernaut,Vengeful Spirit,0
17232,Bounty Hunter,Tidehunter,Invoker,Lina,Riki,0
17233,Phantom Lancer,Dazzle,Crystal Maiden,Templar Assassin,Morphling,0
17234,Nature's Prophet,Shadow Fiend,Enigma,Phantom Lancer,Enchantress,0
17235,Clockwerk,Luna,Chen,Shadow Shaman,Alchemist,0
17236,Nature's Prophet,Mirana,Faceless Void,Rubick,Windrunner,0
17237,Gyrocopter,Magnus,Weaver,Sand King,Tinker,0
17238,Omniknight,Axe,Queen of Pain,Troll Warlord,Dragon Knight,0
17239,Timbersaw,Luna,Witch Doctor,Riki,Alchemist,0
17240,Mirana,Enchantress,Alchemist,Pudge,Witch Doctor,0
17241,Leshrac,Storm Spirit,Kunkka,Slardar,Centaur Warrunner,0
17242,Lycanthrope,Chen,Riki,Meepo,Earthshaker,0
17243,Bounty Hunter,Sniper,Chaos Knight,Ogre Magi,Slardar,0
17244,Wisp,Brewmaster,Invoker,Shadow Fiend,Lion,0
17245,Phantom Assassin,Venomancer,Omniknight,Timbersaw,Sniper,0
17246,Batrider,Silencer,Tinker,Dazzle,Sven,0
17247,Pugna,Pudge,Spectre,Shadow Shaman,Naga Siren,0
17248,Windrunner,Earthshaker,Storm Spirit,Rubick,Weaver,0
17249,Sven,Shadow Fiend,Pudge,Huskar,Nature's Prophet,0
17250,Keeper of the Light,Puck,Phantom Lancer,Lion,Dark Seer,0
17251,Nature's Prophet,Tinker,Puck,Tiny,Lich,0
17252,Puck,Visage,Faceless Void,Lich,Tiny,0
17253,Phantom Lancer,Earthshaker,Invoker,Pudge,Bounty Hunter,0
17254,Weaver,Razor,Dark Seer,Pudge,Drow Ranger,0
17255,Riki,Nyx Assassin,Windrunner,Queen of Pain,Lone Druid,0
17256,Naga Siren,Leshrac,Lich,Gyrocopter,Anti-Mage,0
17257,Brewmaster,Disruptor,Windrunner,Crystal Maiden,Invoker,0
17258,Queen of Pain,Shadow Demon,Dragon Knight,Rubick,Nature's Prophet,0
17259,Meepo,Windrunner,Nyx Assassin,Drow Ranger,Templar Assassin,0
17260,Lifestealer,Puck,Bloodseeker,Silencer,Shadow Fiend,0
17261,Slark,Medusa,Outworld Devourer,Shadow Shaman,Huskar,0
17262,Wisp,Axe,Clinkz,Tinker,Chaos Knight,0
17263,Tiny,Luna,Dragon Knight,Necrolyte,Outworld Devourer,0
17264,Enigma,Riki,Mirana,Shadow Fiend,Vengeful Spirit,0
17265,Meepo,Phantom Assassin,Gyrocopter,Sven,Enchantress,0
17266,Viper,Centaur Warrunner,Phantom Assassin,Rubick,Zeus,0
17267,Batrider,Shadow Shaman,Timbersaw,Sniper,Axe,0
17268,Leshrac,Axe,Nyx Assassin,Troll Warlord,Venomancer,0
17269,Sven,Clockwerk,Bane,Tiny,Lycanthrope,0
17270,Clinkz,Ancient Apparition,Puck,Dark Seer,Slark,0
17271,Gyrocopter,Dark Seer,Ancient Apparition,Windrunner,Enchantress,0
17272,Razor,Sven,Windrunner,Lone Druid,Templar Assassin,0
17273,Magnus,Sand King,Anti-Mage,Pudge,Nyx Assassin,0
17274,Pudge,Nature's Prophet,Disruptor,Tidehunter,Slark,0
17275,Phantom Assassin,Puck,Alchemist,Dragon Knight,Doom,0
17276,Nature's Prophet,Bounty Hunter,Wisp,Lifestealer,Gyrocopter,0
17277,Nature's Prophet,Disruptor,Treant Protector,Viper,Broodmother,0
17278,Bloodseeker,Rubick,Spectre,Necrolyte,Templar Assassin,0
17279,Kunkka,Tinker,Shadow Shaman,Axe,Huskar,0
17280,Pudge,Tinker,Omniknight,Riki,Anti-Mage,0
17281,Bounty Hunter,Dragon Knight,Sven,Rubick,Queen of Pain,0
17282,Invoker,Naga Siren,Pugna,Timbersaw,Rubick,0
17283,Huskar,Dark Seer,Lone Druid,Necrolyte,Timbersaw,0
17284,Windrunner,Undying,Death Prophet,Huskar,Warlock,0
17285,Jakiro,Lycanthrope,Chaos Knight,Warlock,Dark Seer,0
17286,Queen of Pain,Faceless Void,Nature's Prophet,Centaur Warrunner,Lion,0
17287,Razor,Broodmother,Jakiro,Keeper of the Light,Weaver,0
17288,Enchantress,Anti-Mage,Rubick,Meepo,Windrunner,0
17289,Dark Seer,Doom,Crystal Maiden,Timbersaw,Jakiro,0
17290,Axe,Rubick,Leshrac,Chaos Knight,Sniper,0
17291,Lycanthrope,Axe,Invoker,Broodmother,Alchemist,0
17292,Shadow Shaman,Axe,Invoker,Luna,Death Prophet,0
17293,Rubick,Jakiro,Vengeful Spirit,Nyx Assassin,Slark,0
17294,Phantom Lancer,Keeper of the Light,Shadow Fiend,Tidehunter,Wisp,0
17295,Shadow Demon,Windrunner,Lifestealer,Outworld Devourer,Doom,0
17296,Lone Druid,Keeper of the Light,Meepo,Nyx Assassin,Sven,0
17297,Treant Protector,Morphling,Weaver,Lone Druid,Storm Spirit,0
17298,Dazzle,Invoker,Tidehunter,Drow Ranger,Lone Druid,0
17299,Rubick,Venomancer,Juggernaut,Doom,Sand King,0
17300,Rubick,Alchemist,Vengeful Spirit,Spirit Breaker,Slardar,0
17301,Shadow Fiend,Invoker,Spirit Breaker,Ogre Magi,Sven,0
17302,Mirana,Keeper of the Light,Jakiro,Lina,Sniper,0
17303,Sven,Razor,Ancient Apparition,Windrunner,Slardar,0
17304,Kunkka,Rubick,Tidehunter,Witch Doctor,Huskar,0
17305,Necrolyte,Storm Spirit,Doom,Nyx Assassin,Mirana,0
17306,Lone Druid,Rubick,Storm Spirit,Weaver,Tidehunter,0
17307,Troll Warlord,Puck,Gyrocopter,Venomancer,Crystal Maiden,0
17308,Lifestealer,Centaur Warrunner,Pugna,Bloodseeker,Disruptor,0
17309,Pugna,Clinkz,Medusa,Brewmaster,Ancient Apparition,0
17310,Faceless Void,Batrider,Doom,Storm Spirit,Disruptor,0
17311,Naga Siren,Enigma,Queen of Pain,Sand King,Shadow Demon,0
17312,Dark Seer,Silencer,Witch Doctor,Sand King,Drow Ranger,0
17313,Phantom Lancer,Disruptor,Witch Doctor,Spectre,Tiny,0
17314,Phantom Assassin,Venomancer,Viper,Queen of Pain,Rubick,0
17315,Lion,Tinker,Slark,Warlock,Windrunner,0
17316,Kunkka,Luna,Shadow Demon,Lich,Jakiro,0
17317,Viper,Witch Doctor,Dark Seer,Kunkka,Clockwerk,0
17318,Silencer,Dazzle,Huskar,Nyx Assassin,Visage,0
17319,Slardar,Faceless Void,Lich,Drow Ranger,Undying,0
17320,Mirana,Necrolyte,Phantom Assassin,Venomancer,Juggernaut,0
17321,Skeleton King,Beastmaster,Dark Seer,Disruptor,Shadow Fiend,0
17322,Dragon Knight,Windrunner,Gyrocopter,Jakiro,Mirana,0
17323,Shadow Fiend,Slark,Wisp,Troll Warlord,Dark Seer,0
17324,Nature's Prophet,Invoker,Chaos Knight,Pugna,Lina,0
17325,Warlock,Ursa,Storm Spirit,Witch Doctor,Brewmaster,0
17326,Axe,Nyx Assassin,Bounty Hunter,Lifestealer,Mirana,0
17327,Earthshaker,Tiny,Nature's Prophet,Invoker,Lone Druid,0
17328,Bloodseeker,Lion,Sniper,Queen of Pain,Kunkka,0
17329,Weaver,Spirit Breaker,Rubick,Invoker,Axe,0
17330,Morphling,Sand King,Warlock,Spectre,Templar Assassin,0
17331,Faceless Void,Spirit Breaker,Bane,Nature's Prophet,Queen of Pain,0
17332,Death Prophet,Bounty Hunter,Witch Doctor,Drow Ranger,Jakiro,0
17333,Slark,Silencer,Shadow Demon,Sniper,Sand King,0
17334,Bounty Hunter,Tidehunter,Juggernaut,Mirana,Queen of Pain,0
17335,Necrolyte,Storm Spirit,Nature's Prophet,Phantom Assassin,Nyx Assassin,0
17336,Viper,Venomancer,Lycanthrope,Medusa,Magnus,0
17337,Beastmaster,Ancient Apparition,Medusa,Shadow Shaman,Clinkz,0
17338,Broodmother,Windrunner,Rubick,Sand King,Spirit Breaker,0
17339,Crystal Maiden,Invoker,Kunkka,Riki,Shadow Demon,0
17340,Slardar,Pudge,Enigma,Nature's Prophet,Magnus,0
17341,Mirana,Lycanthrope,Bloodseeker,Nyx Assassin,Rubick,0
17342,Axe,Storm Spirit,Leshrac,Viper,Necrolyte,0
17343,Batrider,Pugna,Zeus,Disruptor,Meepo,0
17344,Magnus,Gyrocopter,Slark,Warlock,Kunkka,0
17345,Slark,Ancient Apparition,Wisp,Rubick,Centaur Warrunner,0
17346,Dazzle,Bounty Hunter,Kunkka,Lina,Tiny,0
17347,Shadow Demon,Rubick,Lone Druid,Pudge,Tiny,0
17348,Crystal Maiden,Undying,Storm Spirit,Naga Siren,Dark Seer,0
17349,Bloodseeker,Skeleton King,Sven,Disruptor,Gyrocopter,0
17350,Disruptor,Meepo,Lone Druid,Ursa,Invoker,0
17351,Slark,Faceless Void,Nature's Prophet,Sniper,Rubick,0
17352,Venomancer,Bane,Queen of Pain,Skeleton King,Lone Druid,0
17353,Luna,Zeus,Faceless Void,Witch Doctor,Rubick,0
17354,Meepo,Axe,Visage,Dragon Knight,Gyrocopter,0
17355,Bloodseeker,Nature's Prophet,Disruptor,Templar Assassin,Night Stalker,0
17356,Lina,Phantom Lancer,Viper,Pudge,Lycanthrope,0
17357,Rubick,Storm Spirit,Axe,Weaver,Faceless Void,0
17358,Venomancer,Tidehunter,Spirit Breaker,Lion,Leshrac,0
17359,Batrider,Juggernaut,Windrunner,Nature's Prophet,Leshrac,0
17360,Venomancer,Disruptor,Clockwerk,Weaver,Dark Seer,0
17361,Alchemist,Nyx Assassin,Vengeful Spirit,Drow Ranger,Invoker,0
17362,Windrunner,Lifestealer,Gyrocopter,Shadow Fiend,Disruptor,0
17363,Axe,Templar Assassin,Phantom Lancer,Timbersaw,Rubick,0
17364,Jakiro,Pudge,Drow Ranger,Ogre Magi,Slark,0
17365,Lycanthrope,Windrunner,Ancient Apparition,Gyrocopter,Lifestealer,0
17366,Ursa,Spectre,Puck,Lich,Viper,0
17367,Lina,Shadow Fiend,Lion,Templar Assassin,Bounty Hunter,0
17368,Magnus,Sven,Axe,Shadow Fiend,Lina,0
17369,Zeus,Tiny,Spirit Breaker,Disruptor,Magnus,0
17370,Chaos Knight,Necrolyte,Keeper of the Light,Clinkz,Shadow Fiend,0
17371,Wisp,Gyrocopter,Shadow Shaman,Beastmaster,Invoker,0
17372,Nyx Assassin,Luna,Bloodseeker,Naga Siren,Tinker,0
17373,Axe,Venomancer,Razor,Templar Assassin,Drow Ranger,0
17374,Bane,Templar Assassin,Chaos Knight,Lina,Sven,0
17375,Invoker,Rubick,Tinker,Sniper,Treant Protector,0
17376,Invoker,Viper,Lone Druid,Faceless Void,Storm Spirit,0
17377,Nature's Prophet,Windrunner,Bounty Hunter,Earthshaker,Shadow Fiend,0
17378,Lifestealer,Storm Spirit,Juggernaut,Venomancer,Puck,0
17379,Dark Seer,Chen,Kunkka,Visage,Tiny,0
17380,Windrunner,Tinker,Slark,Rubick,Luna,0
17381,Tiny,Queen of Pain,Faceless Void,Tidehunter,Zeus,0
17382,Nyx Assassin,Lina,Pudge,Invoker,Nature's Prophet,0
17383,Necrolyte,Enchantress,Lion,Bounty Hunter,Lycanthrope,0
17384,Gyrocopter,Naga Siren,Wisp,Lone Druid,Puck,0
17385,Windrunner,Bounty Hunter,Pudge,Medusa,Juggernaut,0
17386,Magnus,Venomancer,Outworld Devourer,Ancient Apparition,Skeleton King,0
17387,Invoker,Ancient Apparition,Anti-Mage,Tiny,Meepo,0
17388,Wisp,Nature's Prophet,Troll Warlord,Windrunner,Viper,0
17389,Mirana,Windrunner,Nature's Prophet,Disruptor,Bounty Hunter,0
17390,Nyx Assassin,Kunkka,Omniknight,Invoker,Spirit Breaker,0
17391,Sven,Mirana,Naga Siren,Weaver,Necrolyte,0
17392,Ursa,Broodmother,Templar Assassin,Witch Doctor,Dazzle,0
17393,Wisp,Invoker,Shadow Fiend,Drow Ranger,Luna,0
17394,Axe,Invoker,Dragon Knight,Bounty Hunter,Shadow Demon,0
17395,Puck,Kunkka,Vengeful Spirit,Undying,Morphling,0
17396,Ancient Apparition,Troll Warlord,Ogre Magi,Lina,Templar Assassin,0
17397,Venomancer,Templar Assassin,Juggernaut,Nature's Prophet,Doom,0
17398,Nature's Prophet,Leshrac,Alchemist,Anti-Mage,Pudge,0
17399,Pudge,Death Prophet,Sniper,Tinker,Vengeful Spirit,0
17400,Zeus,Drow Ranger,Windrunner,Axe,Sven,0
17401,Bloodseeker,Vengeful Spirit,Sven,Crystal Maiden,Puck,0
17402,Invoker,Leshrac,Wisp,Lifestealer,Keeper of the Light,0
17403,Venomancer,Lycanthrope,Viper,Storm Spirit,Zeus,0
17404,Huskar,Vengeful Spirit,Shadow Demon,Riki,Spirit Breaker,0
17405,Drow Ranger,Doom,Windrunner,Sand King,Shadow Fiend,0
17406,Lifestealer,Leshrac,Sand King,Invoker,Rubick,0
17407,Enigma,Silencer,Alchemist,Juggernaut,Anti-Mage,0
17408,Tidehunter,Silencer,Invoker,Phantom Assassin,Mirana,0
17409,Gyrocopter,Silencer,Timbersaw,Tidehunter,Lion,0
17410,Undying,Timbersaw,Faceless Void,Invoker,Doom,0
17411,Invoker,Rubick,Tidehunter,Leshrac,Slark,0
17412,Venomancer,Phantom Lancer,Beastmaster,Queen of Pain,Leshrac,0
17413,Venomancer,Invoker,Windrunner,Templar Assassin,Skeleton King,0
17414,Nature's Prophet,Windrunner,Faceless Void,Shadow Fiend,Tidehunter,0
17415,Templar Assassin,Leshrac,Earthshaker,Luna,Shadow Demon,0
17416,Pudge,Nyx Assassin,Windrunner,Sand King,Undying,0
17417,Disruptor,Nature's Prophet,Sven,Queen of Pain,Timbersaw,0
17418,Axe,Tidehunter,Pudge,Viper,Outworld Devourer,0
17419,Lion,Wisp,Tiny,Invoker,Zeus,0
17420,Nature's Prophet,Vengeful Spirit,Clinkz,Leshrac,Dark Seer,0
17421,Rubick,Dragon Knight,Bounty Hunter,Nature's Prophet,Gyrocopter,0
17422,Clockwerk,Silencer,Enigma,Mirana,Nature's Prophet,0
17423,Chen,Magnus,Keeper of the Light,Faceless Void,Slardar,0
17424,Lifestealer,Rubick,Sand King,Puck,Anti-Mage,0
17425,Huskar,Lifestealer,Rubick,Pudge,Silencer,0
17426,Earthshaker,Magnus,Silencer,Dragon Knight,Disruptor,0
17427,Gyrocopter,Lone Druid,Undying,Lion,Spirit Breaker,0
17428,Skeleton King,Bane,Timbersaw,Crystal Maiden,Huskar,0
17429,Invoker,Ursa,Pudge,Razor,Shadow Demon,0
17430,Silencer,Drow Ranger,Pugna,Rubick,Lifestealer,0
17431,Troll Warlord,Tinker,Medusa,Lich,Riki,0
17432,Pudge,Queen of Pain,Shadow Demon,Bounty Hunter,Nature's Prophet,0
17433,Kunkka,Enchantress,Dazzle,Queen of Pain,Sand King,0
17434,Alchemist,Lion,Broodmother,Centaur Warrunner,Jakiro,0
17435,Earthshaker,Faceless Void,Magnus,Leshrac,Batrider,0
17436,Faceless Void,Timbersaw,Tiny,Leshrac,Disruptor,0
17437,Weaver,Bloodseeker,Batrider,Troll Warlord,Pugna,0
17438,Storm Spirit,Venomancer,Lina,Vengeful Spirit,Drow Ranger,0
17439,Queen of Pain,Timbersaw,Alchemist,Luna,Jakiro,0
17440,Leshrac,Phantom Lancer,Outworld Devourer,Sand King,Keeper of the Light,0
17441,Storm Spirit,Spirit Breaker,Windrunner,Jakiro,Morphling,0
17442,Dark Seer,Juggernaut,Magnus,Nyx Assassin,Tinker,0
17443,Crystal Maiden,Magnus,Dark Seer,Huskar,Queen of Pain,0
17444,Gyrocopter,Troll Warlord,Invoker,Crystal Maiden,Tiny,0
17445,Jakiro,Faceless Void,Necrolyte,Queen of Pain,Alchemist,0
17446,Venomancer,Axe,Zeus,Bounty Hunter,Magnus,0
17447,Pugna,Bane,Visage,Shadow Fiend,Wisp,0
17448,Invoker,Lifestealer,Gyrocopter,Lina,Mirana,0
17449,Death Prophet,Lone Druid,Nature's Prophet,Sven,Sand King,0
17450,Sven,Zeus,Lion,Kunkka,Shadow Fiend,0
17451,Zeus,Puck,Magnus,Leshrac,Slark,0
17452,Nyx Assassin,Chaos Knight,Invoker,Enigma,Windrunner,0
17453,Queen of Pain,Sand King,Silencer,Lina,Riki,0
17454,Rubick,Doom,Slardar,Nature's Prophet,Disruptor,0
17455,Zeus,Weaver,Mirana,Nature's Prophet,Ogre Magi,0
17456,Magnus,Nyx Assassin,Storm Spirit,Chen,Beastmaster,0
17457,Drow Ranger,Vengeful Spirit,Dragon Knight,Jakiro,Brewmaster,0
17458,Timbersaw,Pudge,Invoker,Bounty Hunter,Luna,0
17459,Ancient Apparition,Pudge,Outworld Devourer,Sand King,Alchemist,0
17460,Windrunner,Shadow Demon,Gyrocopter,Kunkka,Keeper of the Light,0
17461,Jakiro,Bounty Hunter,Pudge,Kunkka,Alchemist,0
17462,Enigma,Beastmaster,Dragon Knight,Luna,Medusa,0
17463,Dazzle,Phantom Assassin,Medusa,Dragon Knight,Bane,0
17464,Queen of Pain,Chaos Knight,Nyx Assassin,Bane,Phantom Lancer,0
17465,Timbersaw,Shadow Shaman,Phantom Lancer,Viper,Keeper of the Light,0
17466,Queen of Pain,Dazzle,Mirana,Enigma,Slark,0
17467,Pudge,Invoker,Timbersaw,Jakiro,Chaos Knight,0
17468,Bloodseeker,Shadow Fiend,Invoker,Dazzle,Magnus,0
17469,Disruptor,Ursa,Phantom Assassin,Axe,Lion,0
17470,Omniknight,Keeper of the Light,Faceless Void,Juggernaut,Storm Spirit,0
17471,Batrider,Necrolyte,Kunkka,Vengeful Spirit,Spectre,0
17472,Omniknight,Sven,Timbersaw,Templar Assassin,Faceless Void,0
17473,Luna,Bloodseeker,Timbersaw,Venomancer,Undying,0
17474,Luna,Lifestealer,Lich,Earthshaker,Death Prophet,0
17475,Naga Siren,Leshrac,Lich,Windrunner,Outworld Devourer,0
17476,Queen of Pain,Viper,Slark,Axe,Disruptor,0
17477,Alchemist,Centaur Warrunner,Jakiro,Invoker,Ogre Magi,0
17478,Medusa,Rubick,Sven,Pudge,Weaver,0
17479,Rubick,Weaver,Kunkka,Enchantress,Queen of Pain,0
17480,Weaver,Tiny,Sven,Treant Protector,Invoker,0
17481,Silencer,Bloodseeker,Treant Protector,Keeper of the Light,Tinker,0
17482,Magnus,Skeleton King,Sand King,Mirana,Crystal Maiden,0
17483,Windrunner,Chen,Clinkz,Luna,Bloodseeker,0
17484,Huskar,Disruptor,Phantom Assassin,Keeper of the Light,Nature's Prophet,0
17485,Puck,Pugna,Storm Spirit,Omniknight,Kunkka,0
17486,Clockwerk,Lina,Lifestealer,Necrolyte,Omniknight,0
17487,Zeus,Nature's Prophet,Ursa,Silencer,Kunkka,0
17488,Anti-Mage,Invoker,Sniper,Windrunner,Dazzle,0
17489,Keeper of the Light,Anti-Mage,Invoker,Lifestealer,Sven,0
17490,Riki,Puck,Invoker,Kunkka,Lycanthrope,0
17491,Mirana,Dragon Knight,Ogre Magi,Windrunner,Anti-Mage,0
17492,Templar Assassin,Wisp,Medusa,Pudge,Nature's Prophet,0
17493,Jakiro,Troll Warlord,Lone Druid,Medusa,Queen of Pain,0
17494,Anti-Mage,Bane,Undying,Meepo,Silencer,0
17495,Magnus,Weaver,Tinker,Shadow Demon,Axe,0
17496,Shadow Demon,Batrider,Invoker,Kunkka,Tiny,0
17497,Venomancer,Lone Druid,Lycanthrope,Viper,Sven,0
17498,Bounty Hunter,Meepo,Chaos Knight,Shadow Fiend,Enchantress,0
17499,Doom,Faceless Void,Rubick,Bounty Hunter,Jakiro,0
17500,Pudge,Troll Warlord,Ursa,Crystal Maiden,Tiny,0
17501,Tinker,Tiny,Axe,Pudge,Medusa,0
17502,Phantom Lancer,Invoker,Lycanthrope,Kunkka,Nature's Prophet,0
17503,Treant Protector,Slardar,Nature's Prophet,Shadow Fiend,Lone Druid,0
17504,Omniknight,Shadow Fiend,Spectre,Lion,Death Prophet,0
17505,Spirit Breaker,Sand King,Phantom Lancer,Jakiro,Pudge,0
17506,Invoker,Tiny,Chen,Luna,Mirana,0
17507,Shadow Demon,Tidehunter,Phantom Lancer,Kunkka,Invoker,0
17508,Dazzle,Storm Spirit,Clockwerk,Troll Warlord,Enchantress,0
17509,Invoker,Kunkka,Pudge,Windrunner,Drow Ranger,0
17510,Phantom Assassin,Templar Assassin,Storm Spirit,Troll Warlord,Necrolyte,0
17511,Pudge,Rubick,Shadow Fiend,Vengeful Spirit,Anti-Mage,0
17512,Ogre Magi,Windrunner,Nyx Assassin,Drow Ranger,Mirana,0
17513,Batrider,Magnus,Wisp,Faceless Void,Axe,0
17514,Morphling,Weaver,Jakiro,Lion,Clinkz,0
17515,Shadow Shaman,Lone Druid,Bounty Hunter,Magnus,Chen,0
17516,Tidehunter,Invoker,Bounty Hunter,Gyrocopter,Lina,0
17517,Sniper,Rubick,Tidehunter,Doom,Puck,0
17518,Gyrocopter,Venomancer,Keeper of the Light,Nyx Assassin,Bloodseeker,0
17519,Gyrocopter,Tidehunter,Lone Druid,Juggernaut,Storm Spirit,0
17520,Jakiro,Puck,Lifestealer,Sand King,Spirit Breaker,0
17521,Rubick,Slark,Dark Seer,Anti-Mage,Juggernaut,0
17522,Bounty Hunter,Pudge,Alchemist,Invoker,Sniper,0
17523,Templar Assassin,Shadow Demon,Huskar,Mirana,Undying,0
17524,Lion,Riki,Juggernaut,Clinkz,Nyx Assassin,0
17525,Silencer,Morphling,Spirit Breaker,Sand King,Kunkka,0
17526,Phantom Assassin,Lifestealer,Storm Spirit,Shadow Demon,Silencer,0
17527,Lifestealer,Pudge,Windrunner,Templar Assassin,Shadow Demon,0
17528,Meepo,Lion,Keeper of the Light,Mirana,Outworld Devourer,0
17529,Queen of Pain,Chen,Weaver,Jakiro,Drow Ranger,0
17530,Juggernaut,Drow Ranger,Lina,Sven,Brewmaster,0
17531,Lone Druid,Sven,Alchemist,Queen of Pain,Tiny,0
17532,Meepo,Juggernaut,Necrolyte,Pugna,Tidehunter,0
17533,Nyx Assassin,Doom,Invoker,Kunkka,Sven,0
17534,Leshrac,Wisp,Lone Druid,Invoker,Magnus,0
17535,Shadow Demon,Ursa,Spectre,Nature's Prophet,Necrolyte,0
17536,Dazzle,Gyrocopter,Lifestealer,Storm Spirit,Phantom Lancer,0
17537,Storm Spirit,Invoker,Lifestealer,Phantom Lancer,Leshrac,0
17538,Doom,Tidehunter,Crystal Maiden,Shadow Fiend,Juggernaut,0
17539,Batrider,Alchemist,Rubick,Crystal Maiden,Windrunner,0
17540,Slardar,Skeleton King,Spectre,Disruptor,Queen of Pain,0
17541,Windrunner,Invoker,Earthshaker,Drow Ranger,Batrider,0
17542,Phantom Lancer,Windrunner,Pudge,Tinker,Clockwerk,0
17543,Beastmaster,Magnus,Nature's Prophet,Dragon Knight,Pudge,0
17544,Queen of Pain,Nature's Prophet,Clinkz,Skeleton King,Spirit Breaker,0
17545,Rubick,Chaos Knight,Magnus,Sand King,Tidehunter,0
17546,Clinkz,Centaur Warrunner,Timbersaw,Faceless Void,Lina,0
17547,Pudge,Dragon Knight,Omniknight,Luna,Necrolyte,0
17548,Pudge,Invoker,Shadow Shaman,Queen of Pain,Drow Ranger,0
17549,Slark,Nature's Prophet,Windrunner,Pudge,Rubick,0
17550,Brewmaster,Tinker,Sven,Batrider,Ogre Magi,0
17551,Necrolyte,Bounty Hunter,Mirana,Silencer,Axe,0
17552,Witch Doctor,Nyx Assassin,Spectre,Windrunner,Enigma,0
17553,Brewmaster,Rubick,Leshrac,Alchemist,Clinkz,0
17554,Lifestealer,Beastmaster,Windrunner,Naga Siren,Ancient Apparition,0
17555,Batrider,Broodmother,Clockwerk,Naga Siren,Leshrac,0
17556,Broodmother,Rubick,Pudge,Alchemist,Venomancer,0
17557,Invoker,Phantom Assassin,Luna,Phantom Lancer,Undying,0
17558,Ursa,Bounty Hunter,Invoker,Ancient Apparition,Omniknight,0
17559,Warlock,Razor,Mirana,Queen of Pain,Lycanthrope,0
17560,Undying,Tidehunter,Juggernaut,Crystal Maiden,Mirana,0
17561,Invoker,Naga Siren,Pudge,Lina,Spectre,0
17562,Phantom Lancer,Skeleton King,Invoker,Venomancer,Jakiro,0
17563,Nature's Prophet,Bloodseeker,Chaos Knight,Jakiro,Troll Warlord,0
17564,Magnus,Drow Ranger,Shadow Fiend,Earthshaker,Crystal Maiden,0
17565,Jakiro,Weaver,Undying,Shadow Demon,Queen of Pain,0
17566,Skeleton King,Juggernaut,Windrunner,Enigma,Beastmaster,0
17567,Dazzle,Doom,Clinkz,Lion,Storm Spirit,0
17568,Troll Warlord,Invoker,Nature's Prophet,Windrunner,Leshrac,0
17569,Sven,Axe,Earthshaker,Lina,Shadow Fiend,0
17570,Spectre,Mirana,Warlock,Outworld Devourer,Lifestealer,0
17571,Jakiro,Bounty Hunter,Sven,Omniknight,Queen of Pain,0
17572,Lifestealer,Alchemist,Warlock,Invoker,Shadow Demon,0
17573,Sniper,Rubick,Nature's Prophet,Keeper of the Light,Phantom Assassin,0
17574,Crystal Maiden,Huskar,Rubick,Silencer,Axe,0
17575,Witch Doctor,Bounty Hunter,Juggernaut,Leshrac,Alchemist,0
17576,Spectre,Shadow Demon,Dragon Knight,Windrunner,Enchantress,0
17577,Troll Warlord,Magnus,Ogre Magi,Windrunner,Necrolyte,0
17578,Phantom Assassin,Nature's Prophet,Batrider,Leshrac,Wisp,0
17579,Templar Assassin,Crystal Maiden,Tiny,Witch Doctor,Gyrocopter,0
17580,Queen of Pain,Lina,Sniper,Medusa,Clinkz,0
17581,Templar Assassin,Clockwerk,Spirit Breaker,Lycanthrope,Sniper,0
17582,Clockwerk,Wisp,Pudge,Shadow Shaman,Phantom Assassin,0
17583,Witch Doctor,Chen,Windrunner,Razor,Faceless Void,0
17584,Beastmaster,Juggernaut,Pudge,Drow Ranger,Crystal Maiden,0
17585,Puck,Queen of Pain,Sniper,Doom,Tinker,0
17586,Lich,Juggernaut,Nyx Assassin,Skeleton King,Witch Doctor,0
17587,Pudge,Queen of Pain,Lifestealer,Lone Druid,Sand King,0
17588,Templar Assassin,Beastmaster,Sven,Lina,Dragon Knight,0
17589,Phantom Lancer,Warlock,Invoker,Alchemist,Earthshaker,0
17590,Tidehunter,Faceless Void,Bloodseeker,Windrunner,Sven,0
17591,Nature's Prophet,Rubick,Troll Warlord,Dark Seer,Kunkka,0
17592,Lion,Magnus,Templar Assassin,Riki,Treant Protector,0
17593,Dark Seer,Kunkka,Rubick,Necrolyte,Tiny,0
17594,Phantom Assassin,Nyx Assassin,Brewmaster,Clinkz,Vengeful Spirit,0
17595,Sven,Spectre,Lina,Lone Druid,Pugna,0
17596,Weaver,Templar Assassin,Outworld Devourer,Drow Ranger,Lone Druid,0
17597,Shadow Fiend,Spirit Breaker,Warlock,Undying,Shadow Demon,0
